order_id,customer_id,order_date,order_time,day_of_week,week_number,month,season,dish_name,dish_category,quantity_ordered,price_per_item,total_price,payment_method,dine_in_or_takeaway,preparation_time_minutes,table_number,promotion_applied,weather_condition,special_event_or_holiday,customer_rating,ingredient_name,ingredient_quantity_used_kg,current_stock_available_kg,stock_reorder_level_kg,stock_status,estimated_food_waste_kg,order_status,restaurant_branch,peak_hour_flag,delivery_time_minutes,repeat_customer_flag,orders_this_week,total_qty_this_week,rush_day_for_dish,branch_rush_day,dayofweek,age_group,loyalty_tier,dish_category_enc,day_of_week_enc,season_enc,weather_condition_enc,dine_in_or_takeaway_enc,promotion_applied_enc,restaurant_branch_enc,lag_1week_qty,rolling_7day_avg
ORD-10162,CUST-1202,2024-01-24,16:28,Wednesday,4,1,Winter,Double Cheeseburger,Burgers,2,11.49,22.98,Digital Wallet,Dine-In,16,25.0,No,Rainy,,4.0,Beef Patty,0.7336,114.78,29.63,Adequate,0.0214,Pending,Suburbs,0,,Yes,3,8,Sunday,Sunday,2,35-44,Silver,3,2,0,2,0,0,2,,1.4
ORD-10698,CUST-1459,2024-01-24,13:54,Wednesday,4,1,Winter,Classic Burger,Burgers,3,7.64,22.92,Debit Card,Dine-In,12,24.0,Yes,Cold,,2.0,Beef Patty,0.5408,57.15,23.27,Adequate,0.1159,Completed,Downtown,1,,No,3,5,Monday,Saturday,2,55+,Silver,3,2,0,1,0,1,1,1.0,2.142857142857143
ORD-10660,CUST-1462,2024-01-24,11:04,Wednesday,4,1,Winter,Margherita Pizza,Pizza,2,12.99,25.98,Debit Card,Takeaway,20,,No,Cloudy,,2.0,Pizza Dough,0.5553,51.89,32.64,Adequate,0.046,Completed,Suburbs,1,55.0,Yes,2,3,Saturday,Sunday,2,45-54,Bronze,6,2,0,3,1,0,2,,2.0
ORD-10129,CUST-1427,2024-01-24,10:38,Wednesday,4,1,Winter,Mushroom Soup,Soups,1,6.99,6.99,Credit Card,Dine-In,8,26.0,No,Cloudy,,4.0,Mushrooms,0.3014,52.16,34.29,Adequate,0.0258,Pending,City Center,0,,No,1,1,Sunday,Saturday,2,55+,Bronze,1,2,0,3,0,0,4,,2.0
ORD-10374,CUST-1386,2024-01-24,11:53,Wednesday,4,1,Winter,Double Cheeseburger,Burgers,4,11.49,45.96,Digital Wallet,Dine-In,10,22.0,No,Cold,,3.0,Beef Patty,1.4709,30.8,19.27,Adequate,0.0678,Pending,Mall Branch,1,,Yes,3,8,Sunday,Sunday,2,18-24,Platinum,3,2,0,1,0,0,0,,1.8333333333333333
ORD-10314,CUST-1045,2024-01-25,08:36,Thursday,4,1,Winter,Spaghetti Carbonara,Pasta,1,13.49,13.49,Online,Takeaway,16,,No,Cloudy,,4.0,Spaghetti,0.1796,36.85,32.07,Adequate,0.0236,Completed,Airport,0,47.0,Yes,5,7,Friday,Saturday,3,35-44,Silver,0,3,0,3,1,0,3,1.0,1.4285714285714286
ORD-10509,CUST-1085,2024-01-25,10:37,Thursday,4,1,Winter,Spaghetti Carbonara,Pasta,2,13.49,26.98,Credit Card,Takeaway,12,,No,Snowy,,4.0,Spaghetti,0.3604,61.1,25.5,Adequate,0.058,Completed,City Center,0,44.0,Yes,5,7,Friday,Saturday,3,18-24,Platinum,0,3,0,0,1,0,4,1.0,1.5714285714285714
ORD-10292,CUST-1036,2024-01-25,12:05,Thursday,4,1,Winter,Hot Coffee,Beverages,1,2.97,2.97,Online,Takeaway,2,,Yes,Snowy,,5.0,Coffee Beans,0.0182,53.09,28.3,Adequate,0.007,Completed,Suburbs,1,59.0,Yes,5,10,Saturday,Sunday,3,25-34,Platinum,5,3,0,0,1,1,2,3.0,2.2857142857142856
ORD-10112,CUST-1207,2024-01-25,22:55,Thursday,4,1,Winter,French Fries,Sides,2,3.99,7.98,Online,Takeaway,5,,No,Rainy,,,Potatoes,0.4504,58.04,21.26,Adequate,0.065,Cancelled,City Center,0,47.0,No,4,7,Saturday,Saturday,3,35-44,Silver,9,3,0,2,1,0,4,,2.25
ORD-10760,CUST-1033,2024-01-26,16:07,Friday,4,1,Winter,Chocolate Lava Cake,Desserts,1,5.94,5.94,Credit Card,Dine-In,13,7.0,Yes,Rainy,,5.0,Chocolate,0.0734,25.17,27.45,Low Stock,0.0207,Completed,City Center,0,,No,1,1,Friday,Saturday,4,35-44,Silver,2,4,0,2,0,1,4,,2.0
ORD-10737,CUST-1299,2024-01-26,19:49,Friday,4,1,Winter,Tomato Soup,Soups,2,6.49,12.98,Online,Dine-In,11,27.0,No,Cold,,1.0,Tomatoes,0.721,70.49,32.55,Adequate,0.0528,Completed,City Center,1,,Yes,1,2,Saturday,Saturday,4,45-54,Bronze,1,4,0,1,0,0,4,,2.6666666666666665
ORD-10359,CUST-1145,2024-01-27,13:02,Saturday,4,1,Winter,Shawarma Wrap,Wraps,2,9.99,19.98,Credit Card,Takeaway,10,,No,Cold,,4.0,Chicken Breast,0.3954,82.0,29.33,Adequate,0.0774,Completed,Suburbs,1,26.0,Yes,2,4,Sunday,Sunday,5,55+,Silver,4,5,0,1,1,0,2,,2.0
ORD-10008,CUST-1209,2024-01-27,13:20,Saturday,4,1,Winter,French Fries,Sides,1,3.99,3.99,Credit Card,Dine-In,7,22.0,No,Cloudy,,4.0,Potatoes,0.2182,114.04,28.55,Adequate,0.0192,Completed,Mall Branch,1,,No,4,7,Saturday,Sunday,5,18-24,Gold,9,5,0,3,0,0,0,,2.0
ORD-10208,CUST-1497,2024-01-27,15:30,Saturday,4,1,Winter,Ice Cream Sundae,Desserts,3,5.49,16.47,Credit Card,Takeaway,4,,No,Cloudy,,,Ice Cream,0.5347,105.7,33.34,Adequate,0.0535,Completed,Airport,0,27.0,No,2,7,Wednesday,Saturday,5,18-24,Gold,2,5,0,3,1,0,3,,3.5
ORD-10131,CUST-1056,2024-01-27,15:37,Saturday,4,1,Winter,Spaghetti Carbonara,Pasta,1,13.49,13.49,Digital Wallet,Dine-In,12,25.0,No,Cold,,5.0,Spaghetti,0.1778,42.07,24.42,Adequate,0.0362,Completed,Mall Branch,0,,No,5,7,Friday,Sunday,5,45-54,Silver,0,5,0,1,0,0,0,2.0,1.4285714285714286
ORD-10592,CUST-1478,2024-01-27,17:19,Saturday,4,1,Winter,Hot Coffee,Beverages,2,3.49,6.98,Credit Card,Dine-In,2,8.0,No,Cold,,,Coffee Beans,0.0362,40.65,29.73,Adequate,0.0958,Cancelled,Downtown,0,,Yes,5,10,Saturday,Saturday,5,25-34,Silver,5,5,0,1,0,0,1,1.0,2.4285714285714284
ORD-10460,CUST-1390,2024-01-28,19:02,Sunday,4,1,Winter,Margherita Pizza,Pizza,1,11.04,11.04,Credit Card,Dine-In,18,12.0,Yes,Cold,,,Pizza Dough,0.2937,89.83,23.09,Adequate,0.0397,Cancelled,City Center,1,,Yes,2,3,Saturday,Saturday,6,35-44,Silver,6,6,0,1,0,1,4,,1.75
ORD-10443,CUST-1487,2024-01-28,18:19,Sunday,4,1,Winter,Double Cheeseburger,Burgers,2,9.77,19.54,Online,Takeaway,13,,Yes,Cloudy,,5.0,Beef Patty,0.6949,58.98,20.12,Adequate,0.0243,Completed,Suburbs,1,54.0,Yes,3,8,Sunday,Sunday,6,35-44,Gold,3,6,0,3,1,1,2,,1.8571428571428572
ORD-10981,CUST-1117,2024-01-28,17:41,Sunday,4,1,Winter,French Fries,Sides,3,3.99,11.97,Online,Takeaway,5,,No,Cold,,,Potatoes,0.6781,29.16,17.51,Adequate,0.0849,Cancelled,City Center,0,34.0,Yes,4,7,Saturday,Saturday,6,18-24,Bronze,9,6,0,1,1,0,4,,2.1666666666666665
ORD-10284,CUST-1473,2024-01-28,11:40,Sunday,4,1,Winter,French Fries,Sides,1,3.99,3.99,Debit Card,Takeaway,8,,No,Cold,,5.0,Potatoes,0.2307,118.71,31.53,Adequate,0.0066,Completed,Airport,1,27.0,Yes,4,7,Saturday,Saturday,6,25-34,Bronze,9,6,0,1,1,0,3,,2.0
ORD-10123,CUST-1408,2024-01-29,10:30,Monday,5,1,Winter,French Fries,Sides,2,3.99,7.98,Digital Wallet,Takeaway,7,,No,Rainy,,5.0,Potatoes,0.4523,66.89,25.25,Adequate,0.0395,Completed,City Center,0,54.0,No,1,2,Saturday,Saturday,0,18-24,Platinum,9,0,0,2,1,0,4,2.0,2.0
ORD-10124,CUST-1465,2024-01-29,12:39,Monday,5,1,Winter,Pepperoni Pizza,Pizza,4,12.32,49.28,Online,Dine-In,15,6.0,Yes,Cloudy,,4.0,Pizza Dough,1.0933,90.08,24.7,Adequate,0.068,Completed,Mall Branch,1,,No,2,6,Sunday,Sunday,0,35-44,Bronze,6,0,0,3,0,1,0,,2.5
ORD-10564,CUST-1275,2024-01-29,13:07,Monday,5,1,Winter,Caesar Salad,Salads,2,8.99,17.98,Digital Wallet,Takeaway,7,,No,Cloudy,,2.0,Romaine Lettuce,0.5245,93.83,27.0,Adequate,0.0554,Completed,Suburbs,1,35.0,No,1,2,Tuesday,Sunday,0,55+,Silver,7,0,0,3,1,0,2,,2.5
ORD-10205,CUST-1240,2024-01-29,19:09,Monday,5,1,Winter,Tomato Soup,Soups,2,5.52,11.04,Cash,Dine-In,12,10.0,Yes,Snowy,,5.0,Tomatoes,0.6851,35.59,32.62,Adequate,0.0626,Completed,Downtown,1,,No,1,2,Saturday,Saturday,0,25-34,Gold,1,0,0,0,0,1,1,,2.5714285714285716
ORD-10559,CUST-1048,2024-01-30,15:02,Tuesday,5,1,Winter,Mushroom Soup,Soups,3,6.99,20.97,Digital Wallet,Dine-In,13,11.0,No,Cloudy,,5.0,Mushrooms,0.9296,51.27,28.69,Adequate,0.0183,Completed,Airport,0,,Yes,2,8,Sunday,Saturday,1,18-24,Silver,1,1,0,3,0,0,3,,2.2
ORD-10321,CUST-1136,2024-01-31,08:59,Wednesday,5,1,Winter,Margherita Pizza,Pizza,1,12.99,12.99,Debit Card,Takeaway,17,,No,Cold,,4.0,Pizza Dough,0.274,26.49,27.12,Low Stock,0.0275,Completed,City Center,0,26.0,Yes,3,6,Saturday,Saturday,2,35-44,Gold,6,2,0,1,1,0,4,,1.6
ORD-10882,CUST-1176,2024-01-31,16:08,Wednesday,5,1,Winter,Spaghetti Carbonara,Pasta,3,13.49,40.47,Debit Card,Dine-In,12,28.0,No,Cold,,3.0,Spaghetti,0.5502,89.93,34.16,Adequate,0.0349,Pending,Mall Branch,0,,No,2,4,Friday,Sunday,2,18-24,Silver,0,2,0,1,0,0,0,2.0,1.5714285714285714
ORD-10257,CUST-1299,2024-01-31,16:19,Wednesday,5,1,Winter,BBQ Chicken Pizza,Pizza,1,15.99,15.99,Credit Card,Dine-In,22,20.0,No,Cloudy,,4.0,Pizza Dough,0.287,48.39,29.88,Adequate,0.0372,Completed,Downtown,0,,No,1,1,Monday,Saturday,2,45-54,Bronze,6,2,0,3,0,0,1,,2.0
ORD-10518,CUST-1007,2024-02-01,10:14,Thursday,5,2,Winter,Chicken Biryani,Rice Dishes,2,11.89,23.78,Debit Card,Dine-In,24,26.0,Yes,Cold,,4.0,Basmati Rice,0.5727,87.14,27.62,Adequate,0.0311,Completed,Downtown,0,,No,1,2,Friday,Saturday,3,18-24,Silver,8,3,0,1,0,1,1,,2.3333333333333335
ORD-10224,CUST-1226,2024-02-01,17:34,Thursday,5,2,Winter,Margherita Pizza,Pizza,3,12.99,38.97,Digital Wallet,Dine-In,22,17.0,No,Snowy,,,Pizza Dough,0.8765,91.26,24.37,Adequate,0.0828,Cancelled,City Center,0,,No,3,6,Saturday,Saturday,3,18-24,Gold,6,3,0,0,0,0,4,,1.8333333333333333
ORD-10339,CUST-1089,2024-02-01,17:36,Thursday,5,2,Winter,Shawarma Wrap,Wraps,1,9.99,9.99,Digital Wallet,Takeaway,7,,No,Cloudy,,,Chicken Breast,0.2,98.83,21.28,Adequate,0.0319,Cancelled,Airport,0,29.0,No,2,3,Sunday,Saturday,3,45-54,Gold,4,3,0,3,1,0,3,,1.8571428571428572
ORD-10439,CUST-1059,2024-02-02,13:24,Friday,5,2,Winter,Pepperoni Pizza,Pizza,2,14.49,28.98,Credit Card,Dine-In,22,29.0,No,Cold,,4.0,Pizza Dough,0.5344,33.4,25.16,Adequate,0.044,Completed,City Center,1,,Yes,2,6,Sunday,Saturday,4,35-44,Silver,6,4,0,1,0,0,4,,2.3333333333333335
ORD-10725,CUST-1210,2024-02-02,11:11,Friday,5,2,Winter,Hot Coffee,Beverages,3,3.49,10.47,Cash,Takeaway,3,,No,Cold,,,Coffee Beans,0.0523,69.0,26.82,Adequate,0.0399,Cancelled,Mall Branch,1,47.0,Yes,1,3,Saturday,Sunday,4,18-24,Platinum,5,4,0,1,1,0,0,3.0,2.4285714285714284
ORD-10283,CUST-1144,2024-02-03,20:36,Saturday,5,2,Winter,Shawarma Wrap,Wraps,2,9.99,19.98,Digital Wallet,Dine-In,7,7.0,No,Cloudy,,3.0,Chicken Breast,0.3962,57.71,24.81,Adequate,0.0325,Completed,Suburbs,1,,Yes,2,3,Sunday,Sunday,5,35-44,Silver,4,5,0,3,0,0,2,3.0,1.7142857142857142
ORD-10016,CUST-1020,2024-02-03,19:36,Saturday,5,2,Winter,Falafel Wrap,Wraps,1,8.49,8.49,Credit Card,Takeaway,11,,No,Rainy,,,Chickpeas,0.1396,85.15,33.32,Adequate,0.0284,Cancelled,Mall Branch,1,56.0,No,1,1,Monday,Sunday,5,18-24,Silver,4,5,0,2,1,0,0,,1.0
ORD-10837,CUST-1077,2024-02-03,13:20,Saturday,5,2,Winter,Margherita Pizza,Pizza,2,12.99,25.98,Digital Wallet,Takeaway,15,,No,Cold,,,Pizza Dough,0.5794,99.09,33.06,Adequate,0.0867,Cancelled,Mall Branch,1,35.0,Yes,3,6,Saturday,Sunday,5,35-44,Gold,6,5,0,1,1,0,0,,1.8571428571428572
ORD-10506,CUST-1097,2024-02-03,17:48,Saturday,5,2,Winter,Veggie Burger,Burgers,2,9.49,18.98,Online,Takeaway,11,,No,Rainy,,3.0,Veggie Patty,0.3483,86.5,24.42,Adequate,0.0422,Pending,City Center,0,49.0,No,2,4,Saturday,Saturday,5,35-44,Silver,3,5,0,2,1,0,4,,2.6
ORD-10079,CUST-1137,2024-02-04,09:54,Sunday,5,2,Winter,Veggie Burger,Burgers,2,9.49,18.98,Digital Wallet,Takeaway,13,,No,Cloudy,,5.0,Veggie Patty,0.3269,60.03,24.13,Adequate,0.0695,Pending,Mall Branch,0,59.0,No,2,4,Saturday,Sunday,6,35-44,Silver,3,6,0,3,1,0,0,,2.5
ORD-10901,CUST-1109,2024-02-04,13:01,Sunday,5,2,Winter,Mushroom Soup,Soups,5,5.94,29.7,Debit Card,Takeaway,12,,Yes,Rainy,,4.0,Mushrooms,1.4375,108.56,15.11,Adequate,0.0551,Completed,Downtown,1,48.0,Yes,2,8,Sunday,Saturday,6,45-54,Silver,1,6,0,2,1,1,1,,2.6666666666666665
ORD-10210,CUST-1352,2024-02-04,13:48,Sunday,5,2,Winter,Spaghetti Carbonara,Pasta,1,13.49,13.49,Cash,Dine-In,16,18.0,No,Rainy,,,Spaghetti,0.1774,89.29,22.78,Adequate,0.0454,Cancelled,Suburbs,1,,No,2,4,Friday,Sunday,6,35-44,Platinum,0,6,0,2,0,0,2,1.0,1.5714285714285714
ORD-10598,CUST-1063,2024-02-05,16:37,Monday,6,2,Winter,Lamb Biryani,Rice Dishes,3,16.49,49.47,Debit Card,Dine-In,26,10.0,No,Cloudy,,4.0,Basmati Rice,0.9016,41.68,33.78,Adequate,0.0189,Completed,Downtown,0,,Yes,1,3,Saturday,Saturday,0,55+,Bronze,8,0,0,3,0,0,1,,2.0
ORD-10290,CUST-1476,2024-02-05,19:30,Monday,6,2,Winter,Spaghetti Carbonara,Pasta,1,11.47,11.47,Debit Card,Takeaway,12,,Yes,Cold,,4.0,Spaghetti,0.1885,114.66,26.34,Adequate,0.036,Completed,Downtown,1,43.0,Yes,2,2,Friday,Saturday,0,35-44,Platinum,0,0,0,1,1,1,1,2.0,1.4285714285714286
ORD-10586,CUST-1478,2024-02-06,17:57,Tuesday,6,2,Winter,French Fries,Sides,1,3.39,3.39,Digital Wallet,Dine-In,5,3.0,Yes,Snowy,,3.0,Potatoes,0.2304,111.77,29.96,Adequate,0.0056,Completed,Suburbs,0,,Yes,1,1,Saturday,Sunday,1,25-34,Silver,9,1,0,0,0,1,2,2.0,1.8571428571428572
ORD-10884,CUST-1346,2024-02-07,10:41,Wednesday,6,2,Winter,Pepperoni Pizza,Pizza,1,14.49,14.49,Debit Card,Dine-In,16,25.0,No,Rainy,,4.0,Pizza Dough,0.2738,72.53,30.52,Adequate,0.011,Completed,City Center,0,,Yes,2,4,Sunday,Saturday,2,18-24,Silver,6,2,0,2,0,0,4,,2.0
ORD-10040,CUST-1244,2024-02-07,08:35,Wednesday,6,2,Winter,Ice Cream Sundae,Desserts,1,5.49,5.49,Online,Takeaway,3,,No,Cloudy,,4.0,Ice Cream,0.1826,110.79,16.79,Adequate,0.0237,Completed,Airport,0,50.0,No,1,1,Wednesday,Saturday,2,35-44,Platinum,2,2,0,3,1,0,3,,2.6666666666666665
ORD-10119,CUST-1159,2024-02-07,16:17,Wednesday,6,2,Winter,Veggie Burger,Burgers,3,9.49,28.47,Digital Wallet,Dine-In,8,3.0,No,Snowy,,4.0,Veggie Patty,0.486,110.33,16.01,Adequate,0.024,Completed,Mall Branch,0,,No,1,3,Saturday,Sunday,2,55+,Silver,3,2,0,0,0,0,0,,2.5714285714285716
ORD-10783,CUST-1420,2024-02-09,22:47,Friday,6,2,Winter,Double Cheeseburger,Burgers,2,11.49,22.98,Credit Card,Takeaway,16,,No,Snowy,,,Beef Patty,0.7452,72.96,20.14,Adequate,0.0987,Cancelled,Airport,0,33.0,Yes,3,7,Sunday,Saturday,4,35-44,Silver,3,4,0,0,1,0,3,1.0,2.0
ORD-10202,CUST-1157,2024-02-09,13:45,Friday,6,2,Winter,Double Cheeseburger,Burgers,1,11.49,11.49,Cash,Takeaway,14,,No,Cloudy,,2.0,Beef Patty,0.3646,32.31,31.5,Adequate,0.0154,Completed,Airport,1,30.0,No,3,7,Sunday,Saturday,4,55+,Gold,3,4,0,3,1,0,3,1.0,2.0
ORD-10767,CUST-1324,2024-02-10,16:30,Saturday,6,2,Winter,Margherita Pizza,Pizza,1,12.99,12.99,Credit Card,Dine-In,16,3.0,No,Cloudy,,3.0,Pizza Dough,0.2894,72.42,31.82,Adequate,0.016,Completed,City Center,0,,No,2,4,Saturday,Saturday,5,55+,Silver,6,5,0,3,0,0,4,3.0,1.5714285714285714
ORD-10270,CUST-1401,2024-02-10,16:19,Saturday,6,2,Winter,Penne Arrabbiata,Pasta,1,11.99,11.99,Cash,Takeaway,16,,No,Cold,,,Penne Pasta,0.1716,107.2,33.27,Adequate,0.0182,Completed,Suburbs,0,21.0,Yes,1,1,Saturday,Sunday,5,35-44,Platinum,0,5,0,1,1,0,2,,1.5
ORD-10671,CUST-1024,2024-02-10,16:00,Saturday,6,2,Winter,Tomato Soup,Soups,2,6.49,12.98,Debit Card,Dine-In,12,21.0,No,Cloudy,,3.0,Tomatoes,0.6801,23.06,30.05,Low Stock,0.0645,Completed,Airport,0,,Yes,1,2,Saturday,Saturday,5,55+,Gold,1,5,0,3,0,0,3,5.0,2.142857142857143
ORD-10673,CUST-1359,2024-02-10,12:05,Saturday,6,2,Winter,Spaghetti Carbonara,Pasta,1,11.47,11.47,Credit Card,Dine-In,15,7.0,Yes,Cloudy,,4.0,Spaghetti,0.1731,50.69,33.35,Adequate,0.0077,Completed,Suburbs,1,,Yes,2,2,Friday,Sunday,5,18-24,Silver,0,5,0,3,0,1,2,1.0,1.4285714285714286
ORD-10549,CUST-1215,2024-02-11,11:03,Sunday,6,2,Winter,Hot Coffee,Beverages,2,3.49,6.98,Cash,Dine-In,4,29.0,No,Rainy,,4.0,Coffee Beans,0.0371,28.94,16.16,Adequate,0.0137,Pending,Mall Branch,1,,No,1,2,Saturday,Sunday,6,45-54,Gold,5,6,0,2,0,0,0,4.0,2.142857142857143
ORD-10856,CUST-1222,2024-02-11,16:16,Sunday,6,2,Winter,Pepperoni Pizza,Pizza,3,14.49,43.47,Digital Wallet,Dine-In,17,30.0,No,Cloudy,,3.0,Pizza Dough,0.8191,67.67,20.55,Adequate,0.0233,Completed,Suburbs,0,,Yes,2,4,Sunday,Sunday,6,55+,Gold,6,6,0,3,0,0,2,,2.2
ORD-10547,CUST-1035,2024-02-11,17:07,Sunday,6,2,Winter,Double Cheeseburger,Burgers,4,9.77,39.08,Online,Takeaway,14,,Yes,Snowy,,3.0,Beef Patty,1.3724,23.27,23.03,Adequate,0.1205,Completed,Downtown,0,22.0,Yes,3,7,Sunday,Saturday,6,55+,Silver,3,6,0,0,1,1,1,1.0,2.4285714285714284
ORD-10541,CUST-1149,2024-02-11,19:52,Sunday,6,2,Winter,Margherita Pizza,Pizza,3,12.99,38.97,Credit Card,Takeaway,21,,No,Rainy,,4.0,Pizza Dough,0.863,106.97,19.07,Adequate,0.1042,Completed,Airport,1,53.0,Yes,2,4,Saturday,Saturday,6,55+,Gold,6,6,0,2,1,0,3,1.0,1.8571428571428572
ORD-10627,CUST-1140,2024-02-12,17:19,Monday,7,2,Winter,Spaghetti Carbonara,Pasta,1,13.49,13.49,Digital Wallet,Dine-In,16,24.0,No,Rainy,,,Spaghetti,0.1792,49.59,31.35,Adequate,0.0174,Cancelled,Suburbs,0,,Yes,1,1,Friday,Sunday,0,35-44,Platinum,0,0,0,2,0,0,2,1.0,1.4285714285714286
ORD-10081,CUST-1493,2024-02-13,17:06,Tuesday,7,2,Winter,Penne Arrabbiata,Pasta,1,11.99,11.99,Cash,Takeaway,13,,No,Snowy,,4.0,Penne Pasta,0.1828,65.62,21.82,Adequate,0.0346,Completed,Mall Branch,0,58.0,No,2,3,Saturday,Sunday,1,18-24,Platinum,0,1,0,0,1,0,0,,1.3333333333333333
ORD-10245,CUST-1084,2024-02-13,18:56,Tuesday,7,2,Winter,Onion Rings,Sides,2,4.49,8.98,Digital Wallet,Dine-In,8,21.0,No,Rainy,,3.0,Onions,0.3763,57.13,27.09,Adequate,0.0247,Completed,City Center,1,,No,1,2,Sunday,Saturday,1,18-24,Gold,9,1,0,2,0,0,4,,1.3333333333333333
ORD-10634,CUST-1391,2024-02-14,17:40,Wednesday,7,2,Winter,Ice Cream Sundae,Desserts,1,4.67,4.67,Online,Dine-In,3,9.0,Yes,Cold,Valentine's Day,4.0,Ice Cream,0.1801,51.69,27.51,Adequate,0.0195,Completed,Suburbs,0,,Yes,1,1,Wednesday,Sunday,2,35-44,Platinum,2,2,0,1,0,1,2,,2.25
ORD-10951,CUST-1150,2024-02-15,08:31,Thursday,7,2,Winter,Hot Coffee,Beverages,2,2.97,5.94,Cash,Dine-In,3,16.0,Yes,Cold,,4.0,Coffee Beans,0.0343,63.65,33.87,Adequate,0.0273,Pending,Airport,0,,Yes,1,2,Saturday,Saturday,3,55+,Platinum,5,3,0,1,0,1,3,3.0,2.0
ORD-10313,CUST-1001,2024-02-16,14:15,Friday,7,2,Winter,Chicken Biryani,Rice Dishes,1,11.89,11.89,Cash,Dine-In,24,4.0,Yes,Cold,,4.0,Basmati Rice,0.3105,64.62,19.64,Adequate,0.0299,Completed,City Center,1,,No,1,1,Friday,Saturday,4,55+,Bronze,8,4,0,1,0,1,4,,2.0
ORD-10367,CUST-1457,2024-02-16,20:25,Friday,7,2,Winter,Chocolate Lava Cake,Desserts,2,6.99,13.98,Debit Card,Dine-In,12,14.0,No,Cloudy,,,Chocolate,0.1339,64.28,28.54,Adequate,0.0419,Cancelled,City Center,1,,Yes,1,2,Friday,Saturday,4,55+,Platinum,2,4,0,3,0,0,4,,2.0
ORD-10486,CUST-1075,2024-02-16,08:04,Friday,7,2,Winter,BBQ Chicken Pizza,Pizza,1,15.99,15.99,Debit Card,Takeaway,25,,No,Cold,,5.0,Pizza Dough,0.2868,86.13,32.06,Adequate,0.0075,Pending,Airport,0,45.0,Yes,2,3,Monday,Saturday,4,45-54,Gold,6,4,0,1,1,0,3,,1.8
ORD-10288,CUST-1237,2024-02-16,11:25,Friday,7,2,Winter,Penne Arrabbiata,Pasta,2,11.99,23.98,Credit Card,Dine-In,17,13.0,No,Cloudy,,4.0,Penne Pasta,0.3494,41.7,18.82,Adequate,0.0562,Completed,City Center,1,,No,2,3,Saturday,Saturday,4,25-34,Silver,0,4,0,3,0,0,4,,1.5
ORD-10230,CUST-1448,2024-02-17,10:31,Saturday,7,2,Winter,Lamb Biryani,Rice Dishes,2,16.49,32.98,Online,Dine-In,26,28.0,No,Cloudy,,,Basmati Rice,0.5716,98.18,18.92,Adequate,0.0577,Pending,Downtown,0,,No,2,7,Saturday,Saturday,5,25-34,Silver,8,5,0,3,0,0,1,,2.0
ORD-10234,CUST-1440,2024-02-17,11:39,Saturday,7,2,Winter,French Fries,Sides,1,3.99,3.99,Debit Card,Dine-In,5,17.0,No,Cloudy,,4.0,Potatoes,0.2103,91.45,20.18,Adequate,0.0287,Completed,Mall Branch,1,,Yes,1,1,Saturday,Sunday,5,35-44,Gold,9,5,0,3,0,0,0,3.0,1.5714285714285714
ORD-10309,CUST-1385,2024-02-17,19:04,Saturday,7,2,Winter,Lamb Biryani,Rice Dishes,5,14.02,70.1,Debit Card,Dine-In,26,21.0,Yes,Snowy,,5.0,Basmati Rice,1.486,95.24,15.86,Adequate,0.0298,Completed,Airport,1,,No,2,7,Saturday,Saturday,5,25-34,Platinum,8,5,0,0,0,1,3,,2.6
ORD-10618,CUST-1411,2024-02-18,09:45,Sunday,7,2,Winter,Double Cheeseburger,Burgers,4,11.49,45.96,Debit Card,Takeaway,12,,No,Cold,,4.0,Beef Patty,1.4074,35.23,27.95,Adequate,0.0751,Completed,Downtown,0,23.0,Yes,1,4,Sunday,Saturday,6,25-34,Bronze,3,6,0,1,1,0,1,2.0,2.7142857142857144
ORD-10250,CUST-1452,2024-02-18,18:11,Sunday,7,2,Winter,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Debit Card,Takeaway,24,,No,Cold,,4.0,Pizza Dough,0.5468,68.99,26.57,Adequate,0.0415,Completed,Suburbs,1,37.0,Yes,2,3,Monday,Sunday,6,35-44,Gold,6,6,0,1,1,0,2,,1.8333333333333333
ORD-10752,CUST-1307,2024-02-19,17:49,Monday,8,2,Winter,Shawarma Wrap,Wraps,5,9.99,49.95,Credit Card,Takeaway,11,,No,Cloudy,,,Chicken Breast,1.0255,83.91,16.14,Adequate,0.2757,Cancelled,Downtown,0,36.0,Yes,1,5,Sunday,Saturday,0,35-44,Bronze,4,0,0,3,1,0,1,3.0,2.0
ORD-10100,CUST-1327,2024-02-19,16:37,Monday,8,2,Winter,French Fries,Sides,2,3.99,7.98,Digital Wallet,Dine-In,7,17.0,No,Rainy,,4.0,Potatoes,0.428,28.96,21.16,Adequate,0.0209,Completed,City Center,0,,No,2,6,Saturday,Saturday,0,25-34,Gold,9,0,0,2,0,0,4,2.0,1.5714285714285714
ORD-10863,CUST-1310,2024-02-20,08:55,Tuesday,8,2,Winter,Hot Coffee,Beverages,2,2.97,5.94,Online,Takeaway,2,,Yes,Cloudy,,,Coffee Beans,0.0351,63.71,21.97,Adequate,0.1042,Cancelled,City Center,0,39.0,Yes,1,2,Saturday,Saturday,1,18-24,Bronze,5,1,0,3,1,1,4,2.0,2.0
ORD-10558,CUST-1439,2024-02-21,12:43,Wednesday,8,2,Winter,Caesar Salad,Salads,2,8.99,17.98,Cash,Takeaway,5,,No,Snowy,,,Romaine Lettuce,0.4844,99.75,29.5,Adequate,0.0279,Cancelled,Airport,1,59.0,Yes,1,2,Tuesday,Saturday,2,55+,Bronze,7,2,0,0,1,0,3,,2.3333333333333335
